id,title,description,tags,location,storage,focal_point_x,focal_point_y,filename_disk,filename_download,metadata,type,filesize,created_on,modified_by,modified_on,embed,uploaded_by,uploaded_on,folder,width,height,charset,duration,tus_id,tus_data
1e3d505e-708f-430d-8132-4b77e9fef484,Krebs Frueherkennung Screenings Fuer Wen,"Welche Krebs-Screenings gibt es, was bringen sie wirklich und für wen sind sie gedacht? Evidenzbasiert erklärt Mehr dazu auf AustroFit.",,,local,,,1e3d505e-708f-430d-8132-4b77e9fef484.webp,krebs-frueherkennung-screenings-fuer-wen.webp,{},image/webp,28448,2026-02-15T19:47:44.768Z,,2026-02-15T19:47:44.783Z,,773dfee8-ccce-4011-85b0-16e117c7f52b,2026-02-15T19:47:44.782Z,eecc2aa1-1d82-45e0-aef7-1330bf14894c,1536,1024,,,,
1e783579-58f1-44e3-bdc3-9f4aed134db5,Sucht Erkennen Warnzeichen Kontrollverlust Toleranz Entzug Orientierung,"Welche Warnzeichen auf eine Sucht hinweisen können, wann ärztliche Hilfe sinnvoll ist und wie du erste Veränderungen einordnen kannst.",,,local,,,1e783579-58f1-44e3-bdc3-9f4aed134db5.webp,sucht-erkennen-warnzeichen-kontrollverlust-toleranz-entzug-orientierung.webp,{},image/webp,49960,2026-02-15T08:58:45.867Z,,2026-02-15T08:58:45.882Z,,773dfee8-ccce-4011-85b0-16e117c7f52b,2026-02-15T08:58:45.880Z,eecc2aa1-1d82-45e0-aef7-1330bf14894c,1536,1024,,,,
202de368-fd50-496c-b9e1-8e8adc7fdb94,Sportverletzungen Typische Faelle Erste Schritte Wann Abklaeren Orientierung,"Typische Sportverletzungen verstehen: erste Orientierung, was du selbst tun kannst und wann ärztliche Hilfe sinnvoll ist.",,,local,,,202de368-fd50-496c-b9e1-8e8adc7fdb94.webp,sportverletzungen-typische-faelle-erste-schritte-wann-abklaeren-orientierung.webp,{},image/webp,35888,2026-02-15T08:56:36.846Z,,2026-02-15T08:56:36.858Z,,773dfee8-ccce-4011-85b0-16e117c7f52b,2026-02-15T08:56:36.857Z,eecc2aa1-1d82-45e0-aef7-1330bf14894c,1536,1024,,,,
227e3656-e67b-42d8-ae52-0275cb6b6679,Prostata Psa Frueherkennung Orientierung,"PSA-Test verständlich erklärt: Bedeutung, Grenzen, häufige Mythen und Orientierung für den Alltag Mehr dazu auf AustroFit.",,,local,,,227e3656-e67b-42d8-ae52-0275cb6b6679.webp,prostata-psa-frueherkennung-orientierung.webp,{},image/webp,43538,2026-02-15T16:29:42.263Z,,2026-02-15T16:29:42.280Z,,773dfee8-ccce-4011-85b0-16e117c7f52b,2026-02-15T16:29:42.278Z,eecc2aa1-1d82-45e0-aef7-1330bf14894c,1536,1024,,,,
23d6828b-d454-4d84-9f7c-7bb571407201,Folgen Risiken Uebergewicht Koerper,"Welche gesundheitlichen Risiken kann Übergewicht haben? Verständliche Übersicht zu möglichen Folgen, Mythen und nächsten Schritten.",,,local,,,23d6828b-d454-4d84-9f7c-7bb571407201.webp,folgen-risiken-uebergewicht-koerper.webp,{},image/webp,25784,2026-02-16T17:32:21.543Z,,2026-02-16T17:32:21.554Z,,773dfee8-ccce-4011-85b0-16e117c7f52b,2026-02-16T17:32:21.553Z,eecc2aa1-1d82-45e0-aef7-1330bf14894c,1536,1024,,,,
258d6523-d09d-43ff-8bae-6e9a660a482b,Behandlungsfehler Was Es Ist Welche Schritte Moeglich Sind Orientierung,"Orientierung bei Verdacht auf einen Behandlungsfehler: Patientenrechte, Dokumentation, Ansprechpartner und sinnvolle nächste Schritte einfach erklärt.",,,local,,,258d6523-d09d-43ff-8bae-6e9a660a482b.webp,behandlungsfehler-was-es-ist-welche-schritte-moeglich-sind-orientierung.webp,{},image/webp,27236,2026-02-16T17:30:50.305Z,,2026-02-16T17:30:50.320Z,,773dfee8-ccce-4011-85b0-16e117c7f52b,2026-02-16T17:30:50.318Z,eecc2aa1-1d82-45e0-aef7-1330bf14894c,1536,1024,,,,
27fce453-2ae7-4af5-86ca-4d11eaaafe62,Cholesterin Blutfette Ldl Hdl Triglyceride Einordnen,"Orientierung zu Cholesterin und Blutfetten: Bedeutung von LDL, HDL und Triglyceriden, typische Mythen und wann ärztliche Abklärung sinnvoll ist.",,,local,,,27fce453-2ae7-4af5-86ca-4d11eaaafe62.webp,cholesterin-blutfette-ldl-hdl-triglyceride-einordnen.webp,{},image/webp,34450,2026-02-15T08:54:49.308Z,,2026-02-15T08:54:49.318Z,,773dfee8-ccce-4011-85b0-16e117c7f52b,2026-02-15T08:54:49.317Z,eecc2aa1-1d82-45e0-aef7-1330bf14894c,1536,1024,,,,
290fc7d4-57ed-48b9-bf3c-d4b05f6c0b83,Mikrobiom Mythen Was Gesichert Ist Und Was Marketing Ist,"Was weiß man wirklich über das Mikrobiom? Evidenzbasierte Einordnung von Mythen, Studienlage und Alltagstipps – ruhig, verständlich und ohne...",,,local,,,290fc7d4-57ed-48b9-bf3c-d4b05f6c0b83.webp,mikrobiom-mythen-was-gesichert-ist-und-was-marketing-ist.webp,{},image/webp,29944,2026-02-15T16:24:35.667Z,,2026-02-15T16:24:35.707Z,,773dfee8-ccce-4011-85b0-16e117c7f52b,2026-02-15T16:24:35.700Z,eecc2aa1-1d82-45e0-aef7-1330bf14894c,1536,1024,,,,
2963c1f3-476e-4974-96d1-53389a9f7511,Sitzen Alltag Schritte Pausen Rueckenfreundlichkeit Kleine Hebel,"Was langes Sitzen bedeutet, welche Rolle Schritte und Pausen spielen und was im Alltag sinnvoll ist – verständlich erklärt.",,,local,,,2963c1f3-476e-4974-96d1-53389a9f7511.webp,sitzen-alltag-schritte-pausen-rueckenfreundlichkeit-kleine-hebel.webp,{},image/webp,18206,2026-02-15T08:56:24.323Z,,2026-02-15T08:56:24.337Z,,773dfee8-ccce-4011-85b0-16e117c7f52b,2026-02-15T08:56:24.336Z,eecc2aa1-1d82-45e0-aef7-1330bf14894c,1536,1024,,,,
2a2f6b06-bb20-4085-bc99-e7a87c150f46,Depression Verstehen Symptome Verlauf Abgrenzung,"Erfahre, woran man eine Depression erkennt, wie sie verläuft und wie sie sich von vorübergehender Niedergeschlagenheit unterscheidet.",,,local,,,2a2f6b06-bb20-4085-bc99-e7a87c150f46.webp,depression-verstehen-symptome-verlauf-abgrenzung.webp,{},image/webp,16914,2026-02-15T08:58:12.230Z,,2026-02-15T08:58:12.239Z,,773dfee8-ccce-4011-85b0-16e117c7f52b,2026-02-15T08:58:12.238Z,eecc2aa1-1d82-45e0-aef7-1330bf14894c,1536,1024,,,,
2b676a3e-2071-404a-86c2-a2f95293854a,Beschwerden Krankenhaus Pflege Heimaufsicht Orientierung,"Was tun bei Beschwerden im Krankenhaus, in der Pflege oder gegenüber der Heimaufsicht? Ruhige Orientierung, nächste Schritte und verlässliche Quellen.",,,local,,,2b676a3e-2071-404a-86c2-a2f95293854a.webp,beschwerden-krankenhaus-pflege-heimaufsicht-orientierung.webp,{},image/webp,26144,2026-02-16T17:30:45.376Z,,2026-02-16T17:30:45.398Z,,773dfee8-ccce-4011-85b0-16e117c7f52b,2026-02-16T17:30:45.395Z,eecc2aa1-1d82-45e0-aef7-1330bf14894c,1536,1024,,,,
2ca1186c-7d47-4709-b891-d38fea061d9f,Bewegung Wirkt Ausdauer Kraft Alltagsschritte,"Was Ausdauer, Krafttraining und Bewegung im Alltag bewirken – verständlich erklärt, evidenzbasiert und alltagsnah Mehr dazu auf AustroFit.",,,local,,,2ca1186c-7d47-4709-b891-d38fea061d9f.webp,bewegung-wirkt-ausdauer-kraft-alltagsschritte.webp,{},image/webp,28430,2026-02-15T08:56:20.702Z,,2026-02-15T08:56:20.712Z,,773dfee8-ccce-4011-85b0-16e117c7f52b,2026-02-15T08:56:20.711Z,eecc2aa1-1d82-45e0-aef7-1330bf14894c,1536,1024,,,,
2d06ca87-4d74-4164-a9bb-3cecd08187b6,Kopfschmerzen Verstehen Haeufige Arten Ursachen Verlauf,"Welche Kopfschmerzen gibt es, was steckt dahinter und wann sollte man ärztlich nachfragen? Evidenzbasiert und alltagsnah erklärt.",,,local,,,2d06ca87-4d74-4164-a9bb-3cecd08187b6.webp,kopfschmerzen-verstehen-haeufige-arten-ursachen-verlauf.webp,{},image/webp,22576,2026-02-16T17:34:10.264Z,,2026-02-16T17:34:10.277Z,,773dfee8-ccce-4011-85b0-16e117c7f52b,2026-02-16T17:34:10.276Z,eecc2aa1-1d82-45e0-aef7-1330bf14894c,1536,1024,,,,
