"id","title","module_id","quiz","citations","images","seo","status","published_at"
37,"Überlastung vermeiden: Sehnen, Gelenke, Dosierung – stufenweise steigern","ls_beweg_03b_ueberlastung_sehnen",,,,,"in_review",
38,"Sportverletzungen: typische Fälle, erste Schritte, wann abklären? (Orientierung)","ls_beweg_03c_sportverletzung_erste_hilfe",,,,,"in_review",
39,"Ernährung verstehen: Energie, Makros, Ballaststoffe – was im Alltag zählt","ls_ern_01_grundlagen",,,,,"in_review",
40,"Abnehmen & Gewicht: was evidenzbasiert wirkt – ohne Diät-Mythen","ls_ern_02_abnehmen_gewicht",,,,,"in_review",
41,"Zucker & Getränke: Softdrinks, Fruchtsaft, Süßstoffe – Einordnung","ls_ern_03_zucker_getraenke",,,,,"in_review",
42,"Fette & Salz: Herzgesund essen – ohne Übertreibung","ls_ern_04_fette_salze",,,,,"in_review",
43,"Koffein verstehen: Wirkung, Abbau, warum es unterschiedlich stark wirkt","ls_koff_01_wirkung",,,,,"in_review",
44,"Koffein & Schlaf/Stress: Timing, Abendroutine, Wechselwirkungen (Orientierung)","ls_koff_02_schlaf_stress",,,,,"in_review",
45,"Energydrinks: Koffein, Zucker, Risiken – Einordnung (Jugendliche inkl.)","ls_koff_03_energydrinks",,,,,"in_review",
46,"Rauchen & Gesundheit: Schäden, Risiko, Passivrauch – Einordnung","ls_rauch_01_grundlagen",,,,,"in_review",
47,"Aufhören: Entzug, Cravings, Strategien, Rückfall – was hilft (Orientierung)","ls_rauch_02_aufhoeren",,,,,"in_review",
48,"E-Zigaretten & Tabakerhitzer: was man (nicht) sicher weiß – Orientierung","ls_rauch_03_vapes_erhitzer",,,,,"in_review",
49,"Schlaf verstehen: Schlafphasen, Bedarf, warum Schlaf wichtig ist","ls_schlaf_01_grundlagen",,,,,"in_review",
50,"Schlafhygiene: Licht, Bildschirm, Koffein, Routine – was wirklich hilft","ls_schlaf_02_schlafhygiene",,,,,"in_review",
51,"Schichtarbeit & Jetlag: Schlaf im Ausnahmemodus (Orientierung)","ls_schlaf_03_schichtarbeit_jetlag",,,,,"in_review",
52,"Stress verstehen: Körperreaktion, Symptome, wann es zu viel wird (Orientierung)","ls_stress_01_basis",,,,,"in_review",
53,"Entspannung & Tools: Atmung, Bewegung, Pausen, Routinen (alltagsnah)","ls_stress_02_entspannung_tools",,,,,"in_review",
54,"Burnout & Arbeit: Warnzeichen, Abgrenzung zu Depression, nächste Schritte (Orientierung)","ls_stress_03_burnout_arbeit",,,,,"in_review",
55,"Supplements: was es ist, wann sinnvoll, wann eher Marketing (Orientierung)","ls_supp_01_grundlagen",,,,,"in_review",
56,"Vitamin D: Spiegel, Mangel, Sonne – Einordnung ohne Einnahmeempfehlung","ls_supp_02_vitamin_d",,,,,"in_review",
57,"Omega-3, Magnesium, Zink & Co.: wofür es beworben wird – was Studien zeigen","ls_supp_03_omega_magnesium_co",,,,,"in_review",
58,"Angst verstehen: Symptome, Körperreaktion, wann normal – wann abklären?","mh_angst_01_verstehen",,,,,"in_review",
59,"Hilfe finden: Hausarzt, Psychotherapie, Notfall – nächste Schritte (Orientierung)","mh_angst_02_hilfewege",,,,,"in_review",
60,"Mythen & Fakten: „Reiß dich zusammen“, „Panik ist gefährlich“ – Einordnung","mh_angst_03_mythen",,,,,"in_review",
61,"Depression verstehen: Symptome, Verlauf, Abgrenzung zu „schlechter Phase“","mh_dep_01_verstehen",,,,,"in_review",
62,"Hilfe finden: Gespräch, Therapieformen, Anlaufstellen – Orientierung","mh_dep_02_hilfewege",,,,,"in_review",
63,"Erschöpfung & Burnout: Warnzeichen, Abgrenzung, nächste Schritte (Orientierung)","mh_dep_03_erschoepfung_burnout",,,,,"in_review",
64,"ADHS verstehen: Symptome, Alltag, Abklärung (Orientierung)","mh_neuro_01_adhs_verstehen",,,,,"in_review",
65,"Autismus-Spektrum verstehen: Merkmale, Missverständnisse, Abklärung (Orientierung)","mh_neuro_02_autismus_verstehen",,,,,"in_review",
66,"Unterstützung finden: Abklärung, Therapieformen, Schule/Arbeit – Orientierung","mh_neuro_03_hilfewege",,,,,"in_review",
67,"Insomnie verstehen: Ein- und Durchschlafprobleme, typische Muster (Orientierung)","mh_schlaf_01_insomnie",,,,,"in_review",
68,"Was hilft? Schlafberatung, Therapieoptionen, wann abklären (Orientierung)","mh_schlaf_02_hilfewege",,,,,"in_review",
69,"Schlafmittel einordnen: Nutzen, Risiken, Abhängigkeit – Orientierung","mh_schlaf_03_schlafmittel_einordnung",,,,,"in_review",
70,"Sucht erkennen: Warnzeichen, Kontrollverlust, Toleranz, Entzug – Orientierung","mh_sucht_01_warnzeichen",,,,,"in_review",
71,"Verhaltenssüchte: Gaming, Kaufen, Sport, Internet – Einordnung & Hilfewege","mh_sucht_02_verhaltenssucht",,,,,"in_review",
72,"Hilfe bei Abhängigkeit: Anlaufstellen, Therapieoptionen, Rückfall – Orientierung","mh_sucht_03_hilfewege",,,,,"in_review",
73,"Trauma & PTBS verstehen: typische Symptome, Trigger, Verlauf (Orientierung)","mh_trauma_01_verstehen",,,,,"in_review",
74,"Hilfe nach belastenden Ereignissen: Anlaufstellen, Therapieformen (Orientierung)","mh_trauma_02_hilfewege",,,,,"in_review",
75,"Mythen & Fakten: „Zeit heilt alles“, „Trauma muss man vergessen“ – Einordnung","mh_trauma_03_mythen",,,,,"in_review",
76,"„Früherkennung ist immer gut“: Nutzen, Risiken, Überdiagnosen – Einordnung","myth_ca_01_frueherkennung_alles",,,,,"in_review",
77,"Tumormarker & Bluttests: was sie können – und was nicht (Orientierung)","myth_ca_02_tumormarker",,,,,"in_review",
78,"„Ernährung heilt Krebs“ & andere Heilsversprechen: Muster erkennen, einordnen","myth_ca_03_krebs_ernaehrung",,,,,"in_review",
79,"Blutdruck-Mythen: „einmal hoch = krank?“, Salz & Messfehler richtig einordnen","myth_cv_01_blutdruck",,,,,"in_review",
80,"Cholesterin & Fette: Butter, Eier, „gutes/schlechtes“ Cholesterin – Einordnung","myth_cv_02_cholesterin_fette",,,,,"in_review",
81,"Herzinfarkt-Mythen: typische Fehlannahmen zu Warnzeichen (Orientierung)","myth_cv_03_herzinfarkt_warnzeichen",,,,,"in_review",
82,"Diabetes-Mythen: „nur Zucker“, „selbst schuld“, „Typ 2 immer vermeidbar?“","myth_dm_01_diabetes_alltag",,,,,"in_review",
83,"Süßstoffe-Mythen: „machen dick“, „machen Diabetes“ – Evidenz einordnen","myth_dm_02_suessstoffe",,,,,"in_review",
84,"Low Carb/Keto bei Diabetes: was plausibel ist – und was übertrieben wird","myth_dm_03_keto_lowcarb",,,,,"in_review",
85,"Detox, Entgiften, „Schlacken“: was stimmt – und was nicht","myth_food_01_detox",,,,,"in_review",
86,"Zucker-Mythen: „Zuckersucht“, „Zucker macht krank“ – richtig einordnen","myth_food_02_zucker",,,,,"in_review",
87,"Diäten & Trends: Low Carb, Keto, Intervallfasten – Nutzen/Risiken ohne Hype","myth_food_03_diaeten",,,,,"in_review",
88,"Mikrobiom-Mythen: was gesichert ist – und was Marketing ist","myth_gut_01_mikrobiom",,,,,"in_review",
89,"Gluten, Laktose & Co.: Unverträglichkeiten richtig einordnen","myth_gut_02_gluten_laktose",,,,,"in_review",
90,"Darmreinigung & „Detox-Kuren“: typische Versprechen vs. Evidenz","myth_gut_03_entgiften_darmreinigung",,,,,"in_review",
91,"Schilddrüse-Mythen: Unter-/Überfunktion, Jod, Symptome richtig einordnen","myth_horm_01_schilddruese",,,,,"in_review",
92,"„Hormone machen dick“: Gewicht, Stoffwechsel & typische Fehlannahmen","myth_horm_02_hormone_gewicht",,,,,"in_review",
93,"Kinderwunsch & Hormone: was häufig falsch verstanden wird (Orientierung)","myth_horm_03_kinderwunsch",,,,,"in_review",
94,"Antibiotika-Mythen: wann sie helfen – und wann nicht","myth_inf_01_antibiotika",,,,,"in_review",
95,"„Natürlich ist besser“: was Naturmittel können – und wo Grenzen sind","myth_inf_02_natur_vs_med",,,,,"in_review",
96,"Long Covid: typische Behauptungen, was belegt ist – und was nicht","myth_lc_01_longcovid_behauptungen",,,,,"in_review",
97,"ME/CFS verstehen: Abgrenzung, PEM, Missverständnisse (Orientierung)","myth_lc_02_mecfs_abgrenzung",,,,,"in_review",
98,"Pacing & Aktivität: häufige Fehlannahmen (keine Therapie, nur Orientierung)","myth_lc_03_pacing_aktivitaet",,,,,"in_review",
99,"Depression-Mythen: „nur schlechte Laune“, „reiß dich zusammen“ – Einordnung","myth_mh_01_depression",,,,,"in_review",
100,"ADHS/Autismus-Mythen: „Mode-Diagnose“, „nur bei Kindern“ – Einordnung","myth_mh_02_adhs_autismus",,,,,"in_review",
101,"Angst/Panik-Mythen: „Panik ist gefährlich“, „Angst ist Schwäche“ – Einordnung","myth_mh_03_angst_panik",,,,,"in_review",
102,"Rücken & Haltung: „gerader Rücken“, „falsche Haltung macht krank“ – Einordnung","myth_pain_01_ruecken_haltung",,,,,"in_review",
103,"Akuter Rückenschmerz: Schonung, Belastung, Warnzeichen – sinnvoll einordnen","myth_pain_02a_akut_schonung_belastung",,,,,"in_review",
104,"Chronische Rückenschmerzen: Kraft, Core, Stabilität – was ist sinnvoll?","myth_pain_02b1a_kraft_core_stabi",,,,,"in_review",
105,"Chronische Rückenschmerzen: Alltagsbewegung & Ausdauer – raus aus der Schonung","myth_pain_02b1b_alltag_ausdauer_gehen",,,,,"in_review",
106,"Übungen & Programme: Rückenschule, Trainingspläne – was taugt wirklich?","myth_pain_02b1c_uebungen_programme",,,,,"in_review",
107,"Chronische Rückenschmerzen: Physio, Reha & Alltag – Umsetzung statt Schonung","myth_pain_02b2_physio_reha_alltag",,,,,"in_review",
108,"Knacken, Dehnen, Faszien: was stimmt – und was wird übertrieben?","myth_pain_03_knacken_dehnen",,,,,"in_review",
109,"Sonnencreme-Mythen: „toxisch“, „Vitamin D Blockade“, „chemisch vs mineralisch“","myth_skin_01_sonnencreme",,,,,"in_review",
110,"Solarien-Mythen: „Vorbräunen schützt“ & andere Fehlannahmen","myth_skin_02_solarien",,,,,"in_review",
111,"Vitamin D & Sonne: wie viel Sonne ist sinnvoll – ohne Extreme","myth_skin_03_vitamin_d_sonne",,,,,"in_review",
112,"Vitamine & Mineralstoffe: wann sinnvoll – wann überflüssig","myth_sup_01_vitamine",,,,,"in_review",
113,"Wundermittel erkennen: typische Muster von Gesundheitsversprechen","myth_sup_02_wundermittel",,,,,"in_review",
114,"Koffein & Energy-Drinks: Mythen, Risiken, Grenzwerte","myth_sup_03_koffein_energydrinks",,,,,"in_review",
115,"Impf-Mythen erkennen: typische Behauptungen, wie man sie prüft","myth_vax_01_impfmythen",,,,,"in_review",
116,"UV & Haut: was UV-Strahlung macht, warum Sonnenbrand nicht harmlos ist","pv_haut_01_uv_basis",,,,,"in_review",
117,"Sonnenschutz im Alltag: SPF, richtig eincremen, Kleidung, Schatten (Orientierung)","pv_haut_02_sonnenschutz_alltag",,,,,"in_review",
118,"Solarium & künstliche UV: Risiken, Mythen, warum „Vorbräunen“ nicht schützt","pv_haut_03_solarium_risiko",,,,,"in_review",
119,"Vitamin D & Sonne: wie hängt das zusammen (Orientierung ohne Supplement-Empfehlung)","pv_haut_04_vitamin_d_sonne",,,,,"in_review",
120,"Impfungen verstehen: Nutzen, Risiken, Wirksamkeit – was Studien wirklich zeigen","pv_impf_01_grundlagen",,,,,"in_review",
121,"Impfplan Österreich: Überblick, Logik, wie man ihn liest (Orientierung)","pv_impf_02a_impfplan_ueberblick_at",,,,,"in_review",
122,"Impfplan Österreich: Kinder & Jugendliche (Orientierung)","pv_impf_02b_impfplan_kinder_jugend_at",,,,,"in_review",
123,"Impfplan Österreich: Erwachsene & Senioren (Orientierung)","pv_impf_02c_impfplan_erwachsene_senioren_at",,,,,"in_review",
124,"Impfplan Österreich: Schwangerschaft, Stillzeit, Kinderwunsch (Orientierung)","pv_impf_02d_impfplan_schwangerschaft_stillzeit_at",,,,,"in_review",
125,"Indikationsimpfungen: Reise & Reisemedizin (Orientierung)","pv_impf_02e1_reise_indikationsimpfungen_at",,,,,"in_review",
126,"Indikationsimpfungen: Beruf, Ausbildung & Exposition (Orientierung)","pv_impf_02e2_beruf_exposition_at",,,,,"in_review",
127,"Indikationsimpfungen: Chronische Erkrankungen & Immunsuppression (Orientierung)","pv_impf_02e3_chronisch_immun_at",,,,,"in_review",
128,"Indikationsimpfungen: Besondere Situationen & Kontaktpersonen (Orientierung)","pv_impf_02e4_besondere_situationen_kontakte_at",,,,,"in_review",
129,"Auffrischungen & Impfschutz: Titer, Intervalle, was Begriffe bedeuten","pv_impf_03_auffrischung",,,,,"in_review",
130,"Wichtige Impfungen im Überblick: MMR, HPV, Influenza, FSME, Pneumokokken (Einordnung)","pv_impf_04_spezifische_impfungen",,,,,"in_review",
131,"Mythen vs. Fakten bei Impfungen: häufige Behauptungen – was davon stimmt","pv_impf_05_mythen_fakten",,,,,"in_review",
132,"Krebsfrüherkennung verstehen: Nutzen, Risiken, falsch-positive Befunde, Überdiagnose (Orientierung)","pv_krebs_01_screening_grundlagen",,,,,"in_review",
133,"Darmkrebs-Früherkennung: Stuhltest, Koloskopie, Intervalle – was die Tests leisten (Orientierung)","pv_krebs_02_darmkrebs",,,,,"in_review",
134,"Mammographie-Screening: Brustkrebs-Früherkennung, Nutzen/Risiko, was Ergebnisse bedeuten (Orientierung)","pv_krebs_03_brustkrebs_mammographie",,,,,"in_review",
135,"Gebärmutterhals-Früherkennung: Pap-Test, HPV-Test, Ergebnisse einordnen (Orientierung)","pv_krebs_04_zervix_hpv",,,,,"in_review",
136,"Prostata & PSA: Früherkennung, was der PSA-Test kann (und was nicht) – Orientierung","pv_krebs_05_prostata_psa",,,,,"in_review",
137,"Hautkrebs vorbeugen: UV, Sonnenschutz, Solarium, Warnzeichen (Orientierung)","pv_krebs_06_haut_uv_sonnenschutz",,,,,"in_review",
138,"Vorsorge bei Kindern & Jugendlichen: Untersuchungen, Entwicklung, wann abklären?","pv_life_01_kind_vorsorge",,,,,"in_review",
139,"Schwangerschaft & pränatale Untersuchungen: Ultraschall, Tests, Einordnung (ohne Empfehlung)","pv_life_02_schwangerschaft_praenatal",,,,,"in_review",
140,"Frauen- & Männergesundheit in der Vorsorge: typische Untersuchungen & Orientierung","pv_life_03_frauen_maenner_vorsorge",,,,,"in_review",
141,"Vorsorge im Alter: Sturzrisiko, Osteoporose, Impfungen, Alltagsrisiken","pv_life_04_senioren_sturz_osteoporose",,,,,"in_review",
142,"Befunde & Fragenkatalog: Wie du Untersuchungsergebnisse einordnest (ohne Therapieempfehlung)","pv_life_05_befunde_fragen_orientierung",,,,,"in_review",
143,"Schlafapnoe verstehen: was es ist, warum es relevant ist (Orientierung)","pv_schlafapnoe_01_basis",,,,,"in_review",
144,"Risikofragebögen: STOP-BANG, Epworth & Co. – was sie leisten (und was nicht)","pv_schlafapnoe_02_risiko_frageboegen",,,,,"in_review",
145,"Abklärung & Diagnostik: Schlaflabor, Polygraphie/Polysomnographie, Ablauf verstehen","pv_schlafapnoe_03_abklaerung_diagnostik",,,,,"in_review",
146,"Alltagssignale & nächste Schritte: wann ärztlich abklären, wie Gespräch vorbereiten","pv_schlafapnoe_04_alltag_signale",,,,,"in_review",
147,"Früherkennung & Screening verstehen: Was wird gesucht – und warum?","pv_scr_01_grundlagen",,,,,"in_review",
148,"Nutzen und Risiken von Screening: falsch-positiv, falsch-negativ, Überdiagnose","pv_scr_02_nutzen_risiken",,,,,"in_review",
149,"Wichtige Früherkennungen im Überblick: Darm, Brust, Gebärmutterhals, Haut (Einordnung)","pv_scr_03_krebs_screenings",,,,,"in_review",
150,"Befunde nach Screening: Was bedeutet ‚auffällig‘ – und was passiert dann typischerweise?","pv_scr_04_befunde_und_naechste_schritte",,,,,"in_review",
151,"Entscheidungen rund um Screening: Fragen, die helfen (ohne Empfehlung)","pv_scr_05_entscheidungsorientierung",,,,,"in_review",
152,"STI verstehen: welche Infektionen es gibt, Übertragung, was häufig ist (Orientierung)","pv_sti_01_basis",,,,,"in_review",
153,"Symptome & typische Verläufe: wann abklären lassen (Orientierung, keine Diagnose)","pv_sti_02_symptome_abgrenzung",,,,,"in_review",
154,"Tests & Screening: welche Tests es gibt, wann sinnvoll, Fensterzeiten (Orientierung)","pv_sti_03_tests_screening",,,,,"in_review",
155,"Prävention: Kondome, Safer Sex, Kommunikation, Risiko reduzieren (ohne Moral)","pv_sti_04_praevention",,,,,"in_review",
156,"Vorsorge verstehen: Was sie kann (und was nicht) – Nutzen, Risiken, Häufigkeit","pv_vorsorge_01_grundlagen",,,,,"in_review",
157,"Die Vorsorgeuntersuchung in Österreich: Ablauf, Inhalte, Vorbereitung","pv_vorsorge_02_vorsorgeuntersuchung_at",,,,,"in_review",
158,"Krebs-Früherkennung: Welche Screenings es gibt – und für wen","pv_vorsorge_03_krebs_screenings",,,,,"in_review",
159,"Herz-Kreislauf-Risiko & Checks: Blutdruck, Blutfette, Diabetes-Risiko sinnvoll einordnen","pv_vorsorge_04_herz_risiko_checks",,,,,"in_review",
160,"Entscheiden bei Vorsorge: Fragen an Ärztin/Arzt, Befunde verstehen, Zweitmeinung","pv_vorsorge_05_entscheidungen",,,,,"in_review",
161,"Zahngesundheit verstehen: Karies, Parodontitis, warum Vorsorge wirkt (Orientierung)","pv_zahn_01_basis",,,,,"in_review",
162,"Richtig putzen & Fluorid: Was wirklich zählt (ohne Produktwerbung)","pv_zahn_02_putzen_fluorid",,,,,"in_review",
163,"Parodontitis: Risiko, Verlauf, Zusammenhang mit Allgemeingesundheit (Orientierung)","pv_zahn_03_parodontitis_risiko",,,,,"in_review",
164,"Zahngesundheit bei Kindern: Milchzähne, Vorsorge, Versiegelung, Fluorid (Orientierung)","pv_zahn_04_kinder_vorsorge",,,,,"in_review",
165,"Warnzeichen im Mund: Blutendes Zahnfleisch, Schmerzen, Mundgeruch – wann abklären? (Orientierung)","pv_zahn_05_warnzeichen_termin",,,,,"in_review",
166,"Wohin wann? Hausarzt, Facharzt, Ambulanz, Notfall – Orientierung","sys_01_wohin_wann",,,,,"in_review",
167,"Telefonische Beratung & Hotlines: wann sinnvoll, was du vorbereiten kannst","sys_02_telefon_hotlines",,,,,"in_review",
168,"Arztbesuch vorbereiten: Unterlagen, Fragen, Symptome dokumentieren (Orientierung)","sys_03_unterlagen_vorbereiten",,,,,"in_review",
169,"Beschwerden: Ombudsstellen & Patient:innenanwaltschaft (Orientierung)","sys_bf_01a1_ombud_patientenanwaltschaft",,,,,"in_review",
170,"Beschwerden: Krankenkasse & Sozialversicherung (ÖGK, SVS, BVAEB) – Orientierung","sys_bf_01a2_kassen_sozialversicherung",,,,,"in_review",
171,"Beschwerden: Ärztekammer, Zahnärztekammer & Berufsvertretungen (Orientierung)","sys_bf_01a3_kammern_berufsvertretung",,,,,"in_review",
172,"Beschwerden: Krankenhaus, Pflege & Heimaufsicht (Orientierung)","sys_bf_01a4_krankenhaus_pflege_heimaufsicht",,,,,"in_review",
173,"Beschwerden vorbereiten: Dokumentation, Unterlagen, Ablauf protokollieren (Orientierung)","sys_bf_01b_dokumentation_unterlagen",,,,,"in_review",
174,"Behandlungsfehler: was es ist, welche Schritte möglich sind (Orientierung)","sys_bf_02_behandlungsfehler",,,,,"in_review",
175,"Patientenakte & Patientenquittung: wozu, wie anfordern (Orientierung)","sys_bf_03_patientenakte_quittung",,,,,"in_review",
176,"Behandlung koordinieren: Überweisungen, Befunde, Schnittstellen (Orientierung)","sys_chr_01_koordination",,,,,"in_review",
177,"Patientenschulung: warum sie hilft, wie du Angebote findest (Orientierung)","sys_chr_02_patientenschulung",,,,,"in_review",
178,"Unterstützung im Alltag: Hilfen, Anträge, Versorgungspfade (Orientierung)","sys_chr_03_versorgung_hilfen",,,,,"in_review",
179,"ELGA & Befunde: was gespeichert ist, Zugriff, Einsicht (Orientierung)","sys_dig_01_elga_daten",,,,,"in_review",
180,"e-Card & Organisation: was du brauchst, was sie kann (Orientierung)","sys_dig_02_ecard_orga",,,,,"in_review",
181,"Datenschutz im Gesundheitsbereich: Einwilligung, Schweigepflicht, Weitergabe","sys_dig_03_datenschutz",,,,,"in_review",
182,"IGeL & Selbstzahlerleistungen verstehen: was das ist, warum angeboten","sys_igel_01_verstehen",,,,,"in_review",
183,"Checkliste: Welche Fragen bei IGeL/Selbstzahlerleistungen stellen?","sys_igel_02_fragen_checkliste",,,,,"in_review",
184,"Interessenkonflikte erkennen: Werbung, Studien, Empfehlungen einordnen","sys_igel_03_interessenkonflikte",,,,,"in_review",
185,"Quellencheck: gute Gesundheitsinfos erkennen (Studien, Leitlinien, Transparenz)","sys_info_01_quellencheck",,,,,"in_review",
186,"Interessenkonflikte & Werbung: wie Empfehlungen beeinflusst werden können","sys_info_02_interessenkonflikte_werbung",,,,,"in_review",
187,"Mythen & Desinformation: typische Muster erkennen, Fakten einordnen (Orientierung)","sys_info_03_mythen_missinfo",,,,,"in_review",
188,"Im Krankenhaus: Aufnahme, Abläufe, Entlassung – Orientierung","sys_kh_01_im_krankenhaus",,,,,"in_review",
189,"Reha: Ziele, Antrag, Ablauf – Orientierung","sys_kh_02_reha",,,,,"in_review",
190,"Pflege & Hilfsmittel: Ansprüche, Anlaufstellen, Organisation – Orientierung","sys_kh_03_pflege_hilfsmittel",,,,,"in_review",
191,"Gute Fragen stellen: Diagnose, Optionen, Risiken verständlich machen (Orientierung)","sys_kom_01_fragen_stellen",,,,,"in_review",
192,"Befundkopie & Einsicht: wie du Unterlagen bekommst (Orientierung)","sys_kom_02_befundkopie_einsicht",,,,,"in_review",
193,"Arzt wechseln: wann sinnvoll, wie vorgehen (Orientierung)","sys_kom_03_arztwechsel",,,,,"in_review",
194,"Patientenrechte: Aufklärung, Einsicht, Datenschutz – Orientierung","sys_pr_01_patientenrechte",,,,,"in_review",
195,"Was zahlt die Kasse? Überweisung, e-card, Kostenübernahme – Orientierung","sys_pr_02_kosten_kasse",,,,,"in_review",
196,"Risiken verstehen: Wahrscheinlichkeit, Häufigkeit, Unsicherheit (Orientierung)","sys_sdm_01a_risiken_verstehen",,,,,"in_review",
197,"Absolut vs. relativ: Zahlen richtig lesen (NNT/NNH, Prozent, Risiko-Reduktion)","sys_sdm_01b_absolute_vs_relative",,,,,"in_review",
198,"Nebenwirkungen verstehen: Häufigkeit, Schwere, Einordnung (Orientierung)","sys_sdm_01c1_nebenwirkungen_haeufigkeit",,,,,"in_review",
199,"Warnzeichen & Wechselwirkungen: worauf achten, was nachfragen (Orientierung)","sys_sdm_01c2_warnzeichen_wechselwirkungen",,,,,"in_review",
200,"Zweitmeinung & Alternativen: wann sinnvoll, wie fragen (Orientierung)","sys_sdm_02_zweitmeinung",,,,,"in_review",
201,"Shared Decision Making: gemeinsam entscheiden – was das konkret heißt","sys_sdm_03_shared_decision",,,,,"in_review",
202,"Übergewicht & Adipositas verstehen: BMI, Ursachen, Einordnung","vk_adipositas_01_basis",,,,,"in_review",
203,"Folgen & Risiken: Was Übergewicht im Körper bewirken kann","vk_adipositas_02_gesundheitsrisiken",,,,,"in_review",
204,"Abnehmen realistisch: Was hilft – und was oft nicht hilft","vk_adipositas_03_abnehmen_realistisch",,,,,"in_review",
205,"Alltagsbewegung & NEAT: Schritte, Sitzen, kleine Hebel für Gewicht","vk_adipositas_04a_alltag_neat",,,,,"in_review",
206,"Krafttraining & Muskelmasse: warum das beim Abnehmen hilft (Einordnung)","vk_adipositas_04b_kraft_muskel",,,,,"in_review",
207,"Ausdauertraining & Kalorienverbrauch: was Cardio realistisch bringt","vk_adipositas_04c_ausdauer_cardio",,,,,"in_review",
208,"Mythen rund ums Abnehmen: Was man oft hört – was die Evidenz sagt","vk_adipositas_05_mythen",,,,,"in_review",
209,"Allergie verstehen: Was im Körper passiert und welche Formen es gibt","vk_allergie_01_basis",,,,,"in_review",
210,"Heuschnupfen (Pollenallergie): Symptome, Saison und was wirklich hilft","vk_allergie_02_heuschnupfen",,,,,"in_review",
211,"Nahrungsmittelallergie vs. Unverträglichkeit: Der Unterschied (und warum er wichtig ist)","vk_allergie_03_nahrungsmittel",,,,,"in_review",
